iter	Passed	Remaining
824	1219	258
825	1220	257
826	1221	255
827	1222	253
828	1223	252
829	1224	250
830	1225	249
831	1226	247
832	1232	247
833	1233	245
834	1237	244
835	1238	242
836	1239	241
837	1242	240
838	1249	239
839	1250	238
840	1252	236
841	1253	235
842	1254	233
843	1255	232
844	1256	230
845	1257	228
846	1263	228
847	1264	226
848	1264	224
849	1265	223
850	1266	221
851	1267	220
852	1269	218
853	1270	217
854	1271	215
855	1272	214
856	1273	212
857	1278	211
858	1282	210
859	1283	208
860	1284	207
861	1285	205
862	1286	204
863	1297	204
864	1298	202
865	1298	200
866	1299	199
867	1300	197
868	1301	196
869	1301	194
870	1302	192
871	1303	191
872	1303	189
873	1304	188
874	1305	186
875	1308	185
876	1309	183
877	1310	182
878	1311	180
879	1311	178
880	1312	177
881	1312	175
882	1313	174
883	1313	172
884	1314	170
885	1316	169
886	1316	167
887	1317	166
888	1317	164
889	1318	162
890	1319	161
891	1319	159
892	1320	158
893	1325	157
894	1326	155
895	1327	154
896	1327	152
897	1328	150
898	1329	149
899	1330	147
900	1331	146
901	1331	144
902	1332	143
903	1332	141
904	1333	139
905	1334	138
906	1334	136
907	1335	135
908	1338	133
909	1339	132
910	1339	130
911	1340	129
912	1341	127
913	1342	126
914	1343	124
915	1343	123
916	1344	121
917	1345	120
918	1345	118
919	1346	117
920	1347	115
921	1347	114
922	1348	112
923	1348	110
924	1349	109
925	1349	107
926	1350	106
927	1351	104
928	1352	103
929	1352	101
930	1353	100
931	1353	98
932	1354	97
933	1355	95
934	1355	94
935	1356	92
936	1357	91
937	1357	89
938	1358	88
939	1359	86
940	1359	85
941	1360	83
942	1360	82
943	1361	80
944	1362	79
945	1362	77
946	1366	76
947	1366	74
948	1367	73
949	1368	72
950	1368	70
951	1369	69
952	1370	67
953	1370	66
954	1371	64
955	1372	63
956	1372	61
957	1373	60
958	1374	58
959	1375	57
960	1376	55
961	1376	54
962	1377	52
963	1381	51
964	1382	50
965	1383	48
966	1383	47
967	1384	45
968	1385	44
969	1385	42
970	1386	41
971	1387	39
972	1388	38
973	1389	37
974	1389	35
975	1390	34
976	1390	32
977	1391	31
978	1392	29
979	1392	28
980	1393	26
981	1396	25
982	1397	24
983	1398	22
984	1399	21
985	1400	19
986	1400	18
987	1401	17
988	1402	15
989	1402	14
990	1403	12
991	1404	11
992	1404	9
993	1405	8
994	1406	7
995	1406	5
996	1407	4
997	1407	2
998	1408	1
999	1412	0
